fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2024-2025,06,1,"JAMMU AND KASHMIR",10,POONCH,IGNOAPS,3979,2,1458,2280,239,3696,5,2024-07-30
2024-2025,06,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNOAPS,5298,0,1,5296,1,5069,3399,2024-07-30
2024-2025,06,1,"JAMMU AND KASHMIR",2,BADGAM,IGNOAPS,11806,259,72,11251,224,11802,3795,2024-07-30
2024-2025,06,1,"JAMMU AND KASHMIR",7,KATHUA,IGNOAPS,4180,1345,176,2210,449,4175,180,2024-07-30
2024-2025,06,10,BIHAR,188,ARARIA,IGNOAPS,110634,12180,333,96745,1376,78720,77636,2024-07-30
2024-2025,06,10,BIHAR,189,AURANAGABAD,IGNOAPS,66486,21599,630,43590,667,43992,50309,2024-07-30
2024-2025,06,10,BIHAR,191,BEGUSARAI,IGNOAPS,96466,19367,654,56403,20042,79433,79898,2024-07-30
2024-2025,06,10,BIHAR,194,BUXAR,IGNOAPS,66681,14325,1132,49368,1856,55280,59425,2024-07-30
2024-2025,06,10,BIHAR,197,GOPALGANJ,IGNOAPS,63573,12700,2764,25578,22531,37717,55428,2024-07-30
2024-2025,06,10,BIHAR,215,ROHTAS,IGNOAPS,93121,5963,435,83449,3274,75784,75651,2024-07-30
2024-2025,06,10,BIHAR,611,ARWAL,IGNOAPS,27183,2731,69,23753,630,18089,21564,2024-07-30
2024-2025,06,11,SIKKIM,225,"EAST DISTRICT",IGNOAPS,6686,0,1,0,6685,1,2702,2024-07-30
2024-2025,06,12,"ARUNACHAL PRADESH",234,LOHIT,IGNOAPS,1368,0,1368,0,0,818,0,2024-07-30
2024-2025,06,12,"ARUNACHAL PRADESH",240,"UPPER SIANG",IGNOAPS,2067,0,2067,0,0,1132,17,2024-07-30
2024-2025,06,14,MANIPUR,257,SENAPATI,IGNOAPS,7906,0,7398,507,1,4190,17,2024-07-30
2024-2025,06,15,MIZORAM,268,SERCHHIP,IGNOAPS,1582,2,1489,90,1,1457,1489,2024-07-30
2024-2025,06,16,TRIPURA,653,SEPAHIJALA,IGNOAPS,16282,1339,4271,8937,1735,13166,2430,2024-07-30
2024-2025,06,16,TRIPURA,654,GOMATI,IGNOAPS,16714,2482,7184,5519,1529,12097,116,2024-07-30
2024-2025,06,16,TRIPURA,655,UNAKOTI,IGNOAPS,11067,1219,2112,6003,1733,6688,10,2024-07-30
2024-2025,06,17,MEGHALAYA,276,"RI BHOI",IGNOAPS,6147,27,6061,52,7,3562,1104,2024-07-30
2024-2025,06,17,MEGHALAYA,657,"EAST JAINTIA HILLS",IGNOAPS,2453,4,1359,1067,13,1836,482,2024-07-30
2024-2025,06,18,ASSAM,283,DARRANG,IGNOAPS,16792,369,71,14425,1927,10982,9141,2024-07-30
2024-2025,06,18,ASSAM,284,DHEMAJI,IGNOAPS,14441,863,5184,3222,5172,12055,10724,2024-07-30
2024-2025,06,18,ASSAM,286,DIBRUGARH,IGNOAPS,22146,230,438,19681,1797,14043,16629,2024-07-30
2024-2025,06,18,ASSAM,287,GOALPARA,IGNOAPS,21785,498,2727,17898,662,17099,16769,2024-07-30
2024-2025,06,18,ASSAM,289,HAILAKANDI,IGNOAPS,15333,1497,123,12358,1355,11278,12541,2024-07-30
2024-2025,06,18,ASSAM,293,KARIMGANJ,IGNOAPS,12113,431,55,11301,326,11985,8704,2024-07-30
2024-2025,06,18,ASSAM,300,SIVASAGAR,IGNOAPS,17621,908,575,7752,8386,13539,14332,2024-07-30
2024-2025,06,18,ASSAM,612,CHIRANG,IGNOAPS,8688,858,4087,2595,1148,5512,7671,2024-07-30
2024-2025,06,18,ASSAM,705,BISWANATH,IGNOAPS,20285,929,2250,15494,1612,12567,4912,2024-07-30
2024-2025,06,19,"WEST BENGAL",305,BANKURA,IGNOAPS,65855,30876,5989,27517,1331,63872,64164,2024-07-30
2024-2025,06,19,"WEST BENGAL",313,HOWRAH,IGNOAPS,32678,6662,113,25688,214,31684,31058,2024-07-30
2024-2025,06,19,"WEST BENGAL",319,MURSHIDABAD,IGNOAPS,137282,15580,1424,116379,3101,132920,130765,2024-07-30
2024-2025,06,2,"HIMACHAL PRADESH",15,BILASPUR,IGNOAPS,5735,2099,169,3207,260,2882,0,2024-07-30
2024-2025,06,2,"HIMACHAL PRADESH",17,HAMIRPUR,IGNOAPS,7993,2766,138,3792,1297,3861,0,2024-07-30
2024-2025,06,2,"HIMACHAL PRADESH",24,SIRMAUR,IGNOAPS,4767,1611,75,2595,486,1520,0,2024-07-30
2024-2025,06,20,JHARKHAND,325,DHANBAD,IGNOAPS,59238,6944,4887,18353,29054,58712,11366,2024-07-30
2024-2025,06,20,JHARKHAND,331,GUMLA,IGNOAPS,26607,1244,17214,2632,5517,25866,19333,2024-07-30
2024-2025,06,20,JHARKHAND,333,JAMTARA,IGNOAPS,34407,2727,8822,3637,19221,33748,32190,2024-07-30
2024-2025,06,20,JHARKHAND,336,LOHARDAGA,IGNOAPS,9737,462,3985,3932,1358,9534,3924,2024-07-30
2024-2025,06,20,JHARKHAND,337,PAKUR,IGNOAPS,17970,461,6050,3479,7980,17865,17939,2024-07-30
2024-2025,06,20,JHARKHAND,343,"WEST SINGHBHUM",IGNOAPS,26899,1297,16550,1134,7918,26086,24557,2024-07-30
2024-2025,06,21,ODISHA,344,ANGUL,IGNOAPS,32652,4310,2736,10466,15140,32626,27772,2024-07-30
2024-2025,06,21,ODISHA,345,BOLANGIR,IGNOAPS,71304,7700,6899,34392,22313,71294,34073,2024-07-30
2024-2025,06,21,ODISHA,353,GAJAPATI,IGNOAPS,15274,802,7700,3678,3094,15044,11575,2024-07-30
2024-2025,06,21,ODISHA,357,JHARSUGUDA,IGNOAPS,16462,2270,4186,7021,2985,16090,11379,2024-07-30
2024-2025,06,21,ODISHA,358,KALAHANDI,IGNOAPS,53740,8100,10214,16194,19232,52387,27973,2024-07-30
2024-2025,06,21,ODISHA,366,NABARANGAPUR,IGNOAPS,50694,7271,18609,18000,6814,49429,14828,2024-07-30
2024-2025,06,21,ODISHA,370,RAYAGADA,IGNOAPS,47729,5393,22533,15423,4380,45099,15642,2024-07-30
2024-2025,06,21,ODISHA,371,SAMBALPUR,IGNOAPS,31055,4900,8865,12273,5017,30912,25042,2024-07-30
2024-2025,06,21,ODISHA,372,SONEPUR,IGNOAPS,33123,7889,2755,8663,13816,33112,19417,2024-07-30
2024-2025,06,22,CHHATTISGARH,646,BALOD,IGNOAPS,14748,1072,3262,2545,7869,14240,1914,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",391,ASHOKNAGAR,IGNOAPS,28059,8597,3603,2781,13078,11334,11717,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",399,CHHINDWARA,IGNOAPS,68895,8723,22653,4437,33082,33269,30690,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",403,DHAR,IGNOAPS,50984,5705,33486,2472,9321,38076,19271,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",404,DINDORI,IGNOAPS,53747,3322,34053,919,15453,23275,14784,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",408,HARDA,IGNOAPS,15524,3901,5096,1118,5409,6683,6788,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",422,RAJGARH,IGNOAPS,126940,27897,4171,10400,84472,62270,37037,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",429,SHAHDOL,IGNOAPS,44456,4542,21526,5924,12464,30891,19119,2024-07-30
2024-2025,06,23,"MADHYA PRADESH",433,SIDHI,IGNOAPS,62365,8393,17511,12907,23554,44655,25374,2024-07-30
2024-2025,06,24,GUJARAT,444,DANG,IGNOAPS,8276,34,7210,942,90,8176,4152,2024-07-30
2024-2025,06,24,GUJARAT,445,DAHOD,IGNOAPS,48888,944,37161,2280,8502,48427,45423,2024-07-30
2024-2025,06,24,GUJARAT,454,"PANCH MAHALS",IGNOAPS,30955,1288,5124,21760,2783,30381,29930,2024-07-30
2024-2025,06,24,GUJARAT,457,RAJKOT,IGNOAPS,12472,2274,605,4666,4912,12442,12215,2024-07-30
2024-2025,06,24,GUJARAT,461,VADODARA,IGNOAPS,25212,1183,1863,20544,1576,25075,8456,2024-07-30
2024-2025,06,24,GUJARAT,668,"CHHOTA UDEPUR",IGNOAPS,20924,762,17718,1854,589,18171,7462,2024-07-30
2024-2025,06,24,GUJARAT,673,MORBI,IGNOAPS,4836,592,13,2084,2117,4773,3193,2024-07-30
2024-2025,06,27,MAHARASHTRA,466,AHMEDNAGAR,IGNOAPS,36224,1611,631,32890,1092,32244,26531,2024-07-30
2024-2025,06,27,MAHARASHTRA,468,AMRAVATI,IGNOAPS,59013,2748,4551,50647,1067,36658,6689,2024-07-30
2024-2025,06,27,MAHARASHTRA,469,AURANGABAD,IGNOAPS,35599,44,13,35521,21,31651,10992,2024-07-30
2024-2025,06,27,MAHARASHTRA,476,GONDIA,IGNOAPS,25185,3550,1899,11254,8482,22312,9297,2024-07-30
2024-2025,06,27,MAHARASHTRA,481,LATUR,IGNOAPS,72063,9872,1678,46537,13976,61223,6828,2024-07-30
2024-2025,06,27,MAHARASHTRA,484,NAGPUR,IGNOAPS,39861,1385,325,35931,2220,33847,4808,2024-07-30
2024-2025,06,27,MAHARASHTRA,491,RAIGAD,IGNOAPS,6788,384,1323,3180,1901,6667,1361,2024-07-30
2024-2025,06,27,MAHARASHTRA,495,SINDHUDURG,IGNOAPS,4053,182,26,3300,545,4004,1418,2024-07-30
2024-2025,06,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,26839,1784,234,22686,2135,21285,4341,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNOAPS,151380,17408,5977,57130,70865,111314,99108,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",510,KRISHNA,IGNOAPS,96162,18604,3528,44286,29744,69573,67242,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",511,KURNOOL,IGNOAPS,85822,15117,1970,22702,46033,59800,62201,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",521,VIZIANAGARAM,IGNOAPS,62203,5454,6892,6811,43046,48578,51554,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",748,Eluru,IGNOAPS,25636,3461,197,11603,10375,25636,25609,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",749,NTR,IGNOAPS,17883,485,1078,9173,7147,17883,17848,2024-07-30
2024-2025,06,28,"ANDHRA PRADESH",753,Annamayya,IGNOAPS,22418,4168,703,10076,7471,22418,22394,2024-07-30
2024-2025,06,29,KARNATAKA,526,"BENGALURU RURAL",IGNOAPS,25625,3374,847,9340,12064,25120,21124,2024-07-30
2024-2025,06,29,KARNATAKA,527,BELGAUM,IGNOAPS,83353,6497,2955,22107,51794,76116,52456,2024-07-30
2024-2025,06,29,KARNATAKA,535,DAVANAGERE,IGNOAPS,20985,2208,1631,7570,9576,20216,17388,2024-07-30
2024-2025,06,29,KARNATAKA,539,HASSAN,IGNOAPS,54965,5693,557,13081,35634,53609,46484,2024-07-30
2024-2025,06,29,KARNATAKA,542,KOLAR,IGNOAPS,22689,3649,853,10508,7679,21738,18524,2024-07-30
2024-2025,06,29,KARNATAKA,543,KOPPAL,IGNOAPS,31745,2457,2367,8960,17961,30942,24987,2024-07-30
2024-2025,06,29,KARNATAKA,544,MANDYA,IGNOAPS,54577,2349,96,7936,44196,53049,42393,2024-07-30
2024-2025,06,3,PUNJAB,30,"FATEHGARH SAHIB",IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2024-2025,06,3,PUNJAB,31,FIROZEPUR,IGNOAPS,9021,998,12,7949,62,4065,8349,2024-07-30
2024-2025,06,3,PUNJAB,37,MANSA,IGNOAPS,6981,318,1,6562,100,4485,6785,2024-07-30
2024-2025,06,3,PUNJAB,38,MOGA,IGNOAPS,3393,12,0,3379,2,1923,3222,2024-07-30
2024-2025,06,3,PUNJAB,39,MUKTSAR,IGNOAPS,2759,239,0,2518,2,2194,2758,2024-07-30
2024-2025,06,3,PUNJAB,40,NAWANSHAHR,IGNOAPS,2773,253,0,2507,13,2056,2764,2024-07-30
2024-2025,06,30,GOA,552,"SOUTH GOA",IGNOAPS,2952,44,1223,1265,420,2341,297,2024-07-30
2024-2025,06,31,LAKSHADWEEP,553,"LAKSHADWEEP DISTRICT",IGNOAPS,120,0,96,23,1,118,1,2024-07-30
2024-2025,06,32,KERALA,559,KOLLAM,IGNOAPS,43702,3176,107,40419,0,42954,26807,2024-07-30
2024-2025,06,32,KERALA,563,PALAKKAD,IGNOAPS,21550,1453,353,19744,0,21050,13952,2024-07-30
2024-2025,06,32,KERALA,566,THRISSUR,IGNOAPS,30845,2339,73,28433,0,30167,22040,2024-07-30
2024-2025,06,33,"TAMIL NADU",572,DINDIGUL,IGNOAPS,24025,5120,25,759,18121,20331,21044,2024-07-30
2024-2025,06,33,"TAMIL NADU",576,KARUR,IGNOAPS,19017,5781,0,1741,11495,18035,12142,2024-07-30
2024-2025,06,33,"TAMIL NADU",580,NAMAKKAL,IGNOAPS,40946,9863,904,196,29983,36755,37904,2024-07-30
2024-2025,06,33,"TAMIL NADU",589,TIRUVALLUR,IGNOAPS,79932,21979,722,21181,36050,47396,79198,2024-07-30
2024-2025,06,33,"TAMIL NADU",591,THIRUCHIRAPPALLI,IGNOAPS,28995,5480,255,304,22956,28384,27106,2024-07-30
2024-2025,06,33,"TAMIL NADU",595,VELLORE,IGNOAPS,133416,28892,2956,29057,72511,78925,129467,2024-07-30
2024-2025,06,35,"ANDAMAN AND NICOBAR",632,"NORTH AND MIDDLE ANDAMAN",IGNOAPS,141,0,0,141,0,141,141,2024-07-30
2024-2025,06,36,TELANGANA,516,NIZAMABAD,IGNOAPS,26918,4619,2144,2114,18041,21541,26515,2024-07-30
2024-2025,06,36,TELANGANA,518,RANGAREDDI,IGNOAPS,22194,4025,1056,2285,14828,21501,19096,2024-07-30
2024-2025,06,36,TELANGANA,681,JAGITIAL,IGNOAPS,9491,1899,282,314,6996,8792,8530,2024-07-30
2024-2025,06,36,TELANGANA,683,"RAJANNA SIRCILLA",IGNOAPS,5606,1307,191,294,3814,4995,5417,2024-07-30
2024-2025,06,36,TELANGANA,684,MANCHERIAL,IGNOAPS,16330,3883,1435,757,10255,14154,13556,2024-07-30
2024-2025,06,36,TELANGANA,685,KAMAREDDY,IGNOAPS,24532,4387,2201,1651,16293,21852,23520,2024-07-30
2024-2025,06,36,TELANGANA,686,HANUMAKONDA,IGNOAPS,448,137,4,7,300,448,372,2024-07-30
2024-2025,06,36,TELANGANA,694,NAGARKURNOOL,IGNOAPS,23181,5493,2824,1342,13522,21182,21014,2024-07-30
2024-2025,06,36,TELANGANA,720,MULUGU,IGNOAPS,3435,553,897,186,1799,2815,2782,2024-07-30
2024-2025,06,37,LADAKH,9,"LEH LADAKH",IGNOAPS,2094,0,2094,0,0,1049,60,2024-07-30
2024-2025,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNOAPS,1051,33,7,88,923,257,1,2024-07-30
2024-2025,06,4,CHANDIGARH,44,CHANDIGARH,IGNOAPS,2378,0,0,2378,0,2378,0,2024-07-30
2024-2025,06,5,UTTARAKHAND,45,ALMORA,IGNOAPS,24432,6969,11,17146,306,13270,8284,2024-07-30
2024-2025,06,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,2962,9,4925,285,4312,3069,2024-07-30
2024-2025,06,5,UTTARAKHAND,48,CHAMPAWAT,IGNOAPS,7887,1564,10,6160,153,3639,2343,2024-07-30
2024-2025,06,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNOAPS,21226,3112,2717,11101,4296,8816,15218,2024-07-30
2024-2025,06,6,HARYANA,619,PALWAL,IGNOAPS,10646,2130,0,5205,3311,7779,6966,2024-07-30
2024-2025,06,6,HARYANA,62,GURUGRAM,IGNOAPS,13230,2286,0,7619,3325,7410,3336,2024-07-30
2024-2025,06,6,HARYANA,70,PANCHKULA,IGNOAPS,3155,663,0,1400,1092,2281,1729,2024-07-30
2024-2025,06,6,HARYANA,701,"CHARKI DADRI",IGNOAPS,5447,1491,0,2810,1146,3799,3604,2024-07-30
2024-2025,06,6,HARYANA,71,PANIPAT,IGNOAPS,11854,2132,0,6245,3477,8284,5735,2024-07-30
2024-2025,06,6,HARYANA,73,ROHTAK,IGNOAPS,9507,2569,0,5319,1619,6908,4977,2024-07-30
2024-2025,06,6,HARYANA,74,SIRSA,IGNOAPS,18243,6698,0,7935,3610,13670,9325,2024-07-30
2024-2025,06,7,DELHI,671,"NORTH WEST- II",IGNOAPS,11858,0,0,11858,0,11856,1027,2024-07-30
2024-2025,06,7,DELHI,77,CENTRAL,IGNOAPS,7126,0,0,7126,0,7114,452,2024-07-30
2024-2025,06,7,DELHI,82,"NORTH WEST- I",IGNOAPS,15935,0,0,15935,0,15930,2646,2024-07-30
2024-2025,06,7,DELHI,83,SOUTH,IGNOAPS,10465,1,0,10464,0,10452,2364,2024-07-30
2024-2025,06,8,RAJASTHAN,103,JAISALMER,IGNOAPS,8892,1506,541,2456,4389,7550,7528,2024-07-30
2024-2025,06,8,RAJASTHAN,106,JHUNJHUNU,IGNOAPS,8898,2639,200,1592,4467,7273,7783,2024-07-30
2024-2025,06,8,RAJASTHAN,113,"SAWAI MADHOPUR",IGNOAPS,11223,2877,1883,1288,5175,10249,10757,2024-07-30
2024-2025,06,8,RAJASTHAN,95,CHITTORGARH,IGNOAPS,21876,5889,5587,2541,7859,16389,17327,2024-07-30
2024-2025,06,8,RAJASTHAN,99,DUNGARPUR,IGNOAPS,59832,2818,48125,2405,6484,48187,52232,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",121,"AMBEDKAR NAGAR",IGNOAPS,157394,41066,102,26082,89973,109387,97791,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",122,AURAIYA,IGNOAPS,55835,20479,12,10750,24591,24930,20618,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",124,BAGHPAT,IGNOAPS,47716,6430,26,7891,33326,19406,14291,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",126,BALLIA,IGNOAPS,144855,19822,4402,27499,93121,84322,71404,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",127,BALRAMPUR,IGNOAPS,45975,8434,442,12137,24919,25124,20717,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",134,BULANDSHAHR,IGNOAPS,57978,15498,23,12237,30179,33692,28473,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",137,DEORIA,IGNOAPS,110194,20054,3883,14864,71049,69071,56010,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",140,AYODHYA,IGNOAPS,105048,32231,82,19973,52591,64766,58021,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",142,FATEHPUR,IGNOAPS,76639,24788,56,14101,37677,53241,45446,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",147,GONDA,IGNOAPS,141268,22862,105,43714,74386,85191,76340,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",154,"JYOTIBA PHOOLE NAGAR",IGNOAPS,59173,18758,24,15661,24583,24284,15601,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",156,"KANPUR DEHAT",IGNOAPS,91342,27520,59,19254,44456,63583,55761,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",162,LUCKNOW,IGNOAPS,123704,58539,562,25609,38861,58465,42489,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",163,"MAHAMAYA NAGAR (HATHRAS)",IGNOAPS,58437,21566,45,12498,24311,27918,21826,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",167,MATHURA,IGNOAPS,87899,25002,199,20904,41749,49927,40798,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",184,SONBHADRA,IGNOAPS,130325,29973,19919,10881,69551,49233,37886,2024-07-30
2024-2025,06,9,"UTTAR PRADESH",661,HAPUR,IGNOAPS,20466,6351,48,7235,6702,12397,8233,2024-07-30
2024-2025,04,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNOAPS,4961,0,1,4959,1,4395,3013,2024-07-30
2024-2025,04,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNOAPS,3690,5,673,2968,44,3682,648,2024-07-30
2024-2025,04,1,"JAMMU AND KASHMIR",627,REASI,IGNOAPS,4856,61,2803,1973,19,4327,0,2024-07-30
2024-2025,04,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNOAPS,10090,66,716,5880,3428,10090,6316,2024-07-30
2024-2025,04,10,BIHAR,189,AURANAGABAD,IGNOAPS,66486,21599,630,43590,667,43992,50309,2024-07-30
2024-2025,04,10,BIHAR,192,BHAGALPUR,IGNOAPS,125795,15201,1087,107472,2035,90181,101851,2024-07-30
2024-2025,04,10,BIHAR,199,JEHANABAD,IGNOAPS,34720,4330,1810,10949,17631,28423,26698,2024-07-30
2024-2025,04,10,BIHAR,221,SITAMARHI,IGNOAPS,127983,16937,862,86167,24017,89738,104239,2024-07-30
2024-2025,04,10,BIHAR,224,VAISHALI,IGNOAPS,168762,41907,504,32305,94046,129350,145314,2024-07-30
2024-2025,04,11,SIKKIM,227,"SOUTH DISTRICT",IGNOAPS,4377,194,1297,1368,1518,0,2754,2024-07-30
2024-2025,04,12,"ARUNACHAL PRADESH",233,"KURUNG KUMEY",IGNOAPS,1909,0,1909,0,0,860,0,2024-07-30
2024-2025,04,12,"ARUNACHAL PRADESH",238,TAWANG,IGNOAPS,2141,0,2141,0,0,1505,81,2024-07-30
2024-2025,04,12,"ARUNACHAL PRADESH",239,TIRAP,IGNOAPS,2860,0,2860,0,0,1342,0,2024-07-30
2024-2025,04,12,"ARUNACHAL PRADESH",679,SIANG,IGNOAPS,888,0,888,0,0,356,0,2024-07-30
2024-2025,04,12,"ARUNACHAL PRADESH",724,LEPARADA,IGNOAPS,771,0,771,0,0,497,0,2024-07-30
2024-2025,04,13,NAGALAND,246,MOKOKCHUNG,IGNOAPS,7294,3,7291,0,0,451,192,2024-07-30
2024-2025,04,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2024-2025,04,13,NAGALAND,614,KIPHIRE,IGNOAPS,1319,0,1319,0,0,372,66,2024-07-30
2024-2025,04,14,MANIPUR,252,BISHNUPUR,IGNOAPS,5583,554,26,4781,222,4239,4313,2024-07-30
2024-2025,04,14,MANIPUR,256,"IMPHAL WEST",IGNOAPS,10340,563,201,1940,7636,8727,2248,2024-07-30
2024-2025,04,15,MIZORAM,262,CHAMPHAI,IGNOAPS,2046,2,2025,19,0,1700,1818,2024-07-30
2024-2025,04,15,MIZORAM,266,MAMIT,IGNOAPS,2077,0,2057,20,0,1520,1617,2024-07-30
2024-2025,04,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1022,0,960,61,1,928,796,2024-07-30
2024-2025,04,15,MIZORAM,727,SAITUAL,IGNOAPS,652,1,651,0,0,605,650,2024-07-30
2024-2025,04,15,MIZORAM,728,KHAWZAWL,IGNOAPS,741,2,738,1,0,579,679,2024-07-30
2024-2025,04,16,TRIPURA,270,"NORTH TRIPURA",IGNOAPS,11416,1820,3507,4201,1888,7566,7,2024-07-30
2024-2025,04,16,TRIPURA,654,GOMATI,IGNOAPS,16390,2482,6966,5399,1543,11938,30,2024-07-30
2024-2025,04,17,MEGHALAYA,273,"EAST GARO HILLS",IGNOAPS,3426,6,3321,98,1,3104,371,2024-07-30
2024-2025,04,17,MEGHALAYA,275,"WEST JAINTIA HILLS",IGNOAPS,5098,8,4521,561,8,2817,235,2024-07-30
2024-2025,04,18,ASSAM,282,CACHAR,IGNOAPS,34479,4651,943,24704,4181,20407,23373,2024-07-30
2024-2025,04,18,ASSAM,284,DHEMAJI,IGNOAPS,15085,897,5300,3349,5539,12132,10822,2024-07-30
2024-2025,04,18,ASSAM,286,DIBRUGARH,IGNOAPS,22478,231,444,19997,1806,13751,16824,2024-07-30
2024-2025,04,18,ASSAM,295,LAKHIMPUR,IGNOAPS,21001,1286,2904,13115,3696,16577,14121,2024-07-30
2024-2025,04,18,ASSAM,296,MORIGAON,IGNOAPS,23790,2092,2123,17705,1870,13552,9957,2024-07-30
2024-2025,04,18,ASSAM,297,NAGAON,IGNOAPS,45294,2675,1091,39452,2076,29361,33920,2024-07-30
2024-2025,04,18,ASSAM,706,MAJULI,IGNOAPS,5858,690,1753,2785,630,5646,5770,2024-07-30
2024-2025,04,18,ASSAM,739,BAJALI,IGNOAPS,5850,248,149,5163,290,5122,5829,2024-07-30
2024-2025,04,19,"WEST BENGAL",317,"PURBA MEDINIPUR",IGNOAPS,51939,7674,524,43181,532,50943,48430,2024-07-30
2024-2025,04,2,"HIMACHAL PRADESH",16,CHAMBA,IGNOAPS,10626,2167,2521,5715,223,1711,0,2024-07-30
2024-2025,04,2,"HIMACHAL PRADESH",21,"LAHUL AND SPITI",IGNOAPS,355,12,264,79,0,65,0,2024-07-30
2024-2025,04,20,JHARKHAND,328,GARHWA,IGNOAPS,63066,15426,5771,14327,27542,61775,17437,2024-07-30
2024-2025,04,20,JHARKHAND,339,RANCHI,IGNOAPS,55089,4682,25565,11379,13463,53923,26053,2024-07-30
2024-2025,04,20,JHARKHAND,606,KHUNTI,IGNOAPS,21665,1300,14701,3234,2430,21545,5732,2024-07-30
2024-2025,04,21,ODISHA,346,BALESHWAR,IGNOAPS,73183,5064,1691,58024,8404,73014,28569,2024-07-30
2024-2025,04,21,ODISHA,349,BOUDH,IGNOAPS,14229,1587,624,9186,2832,13976,5127,2024-07-30
2024-2025,04,21,ODISHA,353,GAJAPATI,IGNOAPS,15294,808,7676,3699,3111,15050,11582,2024-07-30
2024-2025,04,21,ODISHA,355,JAGATSINGHAPUR,IGNOAPS,41885,5742,59,26634,9450,40700,17854,2024-07-30
2024-2025,04,21,ODISHA,356,JAJPUR,IGNOAPS,61068,7104,848,39932,13184,60924,22674,2024-07-30
2024-2025,04,21,ODISHA,371,SAMBALPUR,IGNOAPS,31016,4904,8807,12320,4985,30869,24987,2024-07-30
2024-2025,04,22,CHHATTISGARH,374,BASTAR,IGNOAPS,19243,1004,9769,6368,2102,19034,8740,2024-07-30
2024-2025,04,22,CHHATTISGARH,376,DANTEWADA,IGNOAPS,6106,251,3974,1111,770,5534,2561,2024-07-30
2024-2025,04,22,CHHATTISGARH,378,DURG,IGNOAPS,31743,1529,937,18460,10817,29996,18830,2024-07-30
2024-2025,04,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNOAPS,24699,4167,1342,9532,9658,22241,1896,2024-07-30
2024-2025,04,22,CHHATTISGARH,382,KABIRDHAM,IGNOAPS,21991,3228,3556,3734,11473,21301,8655,2024-07-30
2024-2025,04,22,CHHATTISGARH,387,RAIPUR,IGNOAPS,36278,2254,835,21293,11896,30177,18859,2024-07-30
2024-2025,04,22,CHHATTISGARH,388,RAJNANDAGON,IGNOAPS,17633,976,892,11633,4132,17203,5353,2024-07-30
2024-2025,04,22,CHHATTISGARH,636,BIJAPUR,IGNOAPS,3437,240,2286,693,218,2301,111,2024-07-30
2024-2025,04,22,CHHATTISGARH,637,NARAYANPUR,IGNOAPS,4582,146,3690,519,227,3766,257,2024-07-30
2024-2025,04,22,CHHATTISGARH,646,BALOD,IGNOAPS,14950,1090,3318,2569,7973,14435,1944,2024-07-30
2024-2025,04,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,17826,510,6978,7862,2476,16503,13669,2024-07-30
