fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,03,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNDPS,88,6,6,76,0,68,2,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNDPS,81,1,16,64,0,81,15,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",7,KATHUA,IGNDPS,102,47,12,43,0,102,7,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNDPS,138,1,0,91,46,138,94,2024-07-30
2023-2024,03,10,BIHAR,190,BANKA,IGNDPS,1990,213,61,1500,216,1402,1471,2024-07-30
2023-2024,03,10,BIHAR,195,DARBHANGA,IGNDPS,4397,555,21,3153,668,2452,3311,2024-07-30
2023-2024,03,10,BIHAR,202,KHAGARIA,IGNDPS,1846,165,27,1453,201,1221,1495,2024-07-30
2023-2024,03,10,BIHAR,210,NAWADA,IGNDPS,2055,452,18,868,717,1473,1581,2024-07-30
2023-2024,03,10,BIHAR,212,PATNA,IGNDPS,4219,535,67,3039,578,2201,2265,2024-07-30
2023-2024,03,10,BIHAR,219,SHEIKHPURA,IGNDPS,1139,166,3,874,96,770,891,2024-07-30
2023-2024,03,10,BIHAR,221,SITAMARHI,IGNDPS,3608,473,82,2664,389,2483,2955,2024-07-30
2023-2024,03,10,BIHAR,223,SUPAUL,IGNDPS,1036,157,17,661,201,716,865,2024-07-30
2023-2024,03,10,BIHAR,611,ARWAL,IGNDPS,2877,395,26,2393,63,1762,2130,2024-07-30
2023-2024,03,11,SIKKIM,226,"NORTH DISTRICT",IGNDPS,31,0,29,0,2,0,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNDPS,38,0,38,0,0,31,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNDPS,129,0,129,0,0,56,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNDPS,160,0,160,0,0,106,1,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",725,"SHI YOMI",IGNDPS,31,0,31,0,0,12,0,2024-07-30
2023-2024,03,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,0,139,0,0,15,0,2024-07-30
2023-2024,03,13,NAGALAND,249,TUENSANG,IGNDPS,94,0,93,0,1,0,0,2024-07-30
2023-2024,03,14,MANIPUR,254,CHURACHANDPUR,IGNDPS,88,0,88,0,0,30,0,2024-07-30
2023-2024,03,14,MANIPUR,257,SENAPATI,IGNDPS,126,0,124,2,0,38,0,2024-07-30
2023-2024,03,14,MANIPUR,258,TAMENGLONG,IGNDPS,49,0,49,0,0,16,0,2024-07-30
2023-2024,03,14,MANIPUR,259,THOUBAL,IGNDPS,164,27,0,0,137,35,0,2024-07-30
2023-2024,03,15,MIZORAM,266,MAMIT,IGNDPS,81,0,81,0,0,56,65,2024-07-30
2023-2024,03,15,MIZORAM,726,HNAHTHIAL,IGNDPS,25,0,24,1,0,22,17,2024-07-30
2023-2024,03,15,MIZORAM,727,SAITUAL,IGNDPS,20,0,20,0,0,17,19,2024-07-30
2023-2024,03,16,TRIPURA,652,KHOWAI,IGNDPS,191,28,81,43,39,85,0,2024-07-30
2023-2024,03,17,MEGHALAYA,277,"SOUTH GARO HILLS",IGNDPS,66,1,61,4,0,8,0,2024-07-30
2023-2024,03,17,MEGHALAYA,279,"WEST KHASI HILLS",IGNDPS,155,1,153,0,1,98,70,2024-07-30
2023-2024,03,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNDPS,106,5,83,17,1,66,1,2024-07-30
2023-2024,03,18,ASSAM,285,DHUBRI,IGNDPS,1984,10,0,1956,18,1596,1516,2024-07-30
2023-2024,03,18,ASSAM,293,KARIMGANJ,IGNDPS,1659,69,14,1521,55,1097,962,2024-07-30
2023-2024,03,18,ASSAM,295,LAKHIMPUR,IGNDPS,1474,78,211,969,216,1218,849,2024-07-30
2023-2024,03,18,ASSAM,706,MAJULI,IGNDPS,212,19,80,72,41,184,203,2024-07-30
2023-2024,03,19,"WEST BENGAL",307,BIRBHUM,IGNDPS,5753,1422,87,4100,144,5533,5137,2024-07-30
2023-2024,03,19,"WEST BENGAL",319,MURSHIDABAD,IGNDPS,12371,908,58,11182,223,12066,11813,2024-07-30
2023-2024,03,2,"HIMACHAL PRADESH",19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,2024-07-30
2023-2024,03,20,JHARKHAND,326,DUMKA,IGNDPS,936,68,311,183,374,908,155,2024-07-30
2023-2024,03,20,JHARKHAND,332,HAZARIBAG,IGNDPS,1835,234,11,1485,105,1833,1380,2024-07-30
2023-2024,03,20,JHARKHAND,334,KODERMA,IGNDPS,463,102,0,147,214,460,240,2024-07-30
2023-2024,03,20,JHARKHAND,335,LATEHAR,IGNDPS,964,157,399,143,265,964,564,2024-07-30
2023-2024,03,20,JHARKHAND,337,PAKUR,IGNDPS,528,11,121,147,249,524,528,2024-07-30
2023-2024,03,20,JHARKHAND,343,"WEST SINGHBHUM",IGNDPS,691,30,371,47,243,685,671,2024-07-30
2023-2024,03,21,ODISHA,359,KANDHAMAL,IGNDPS,1646,504,603,426,113,1642,779,2024-07-30
2023-2024,03,21,ODISHA,361,KENDUJHAR,IGNDPS,1842,126,414,1023,279,1789,653,2024-07-30
2023-2024,03,21,ODISHA,365,MAYURBHANJ,IGNDPS,5089,303,1834,1947,1005,5040,1531,2024-07-30
2023-2024,03,21,ODISHA,367,NAYAGARH,IGNDPS,3420,258,44,2264,854,3325,2443,2024-07-30
2023-2024,03,21,ODISHA,371,SAMBALPUR,IGNDPS,2659,350,655,1197,457,2645,2091,2024-07-30
2023-2024,03,22,CHHATTISGARH,378,DURG,IGNDPS,825,44,22,516,243,778,450,2024-07-30
2023-2024,03,22,CHHATTISGARH,386,RAIGARH,IGNDPS,1250,101,366,461,322,1185,409,2024-07-30
2023-2024,03,22,CHHATTISGARH,636,BIJAPUR,IGNDPS,372,33,218,80,41,273,17,2024-07-30
2023-2024,03,22,CHHATTISGARH,642,SUKMA,IGNDPS,42,1,28,8,5,38,5,2024-07-30
2023-2024,03,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1218,248,103,250,617,1164,241,2024-07-30
2023-2024,03,22,CHHATTISGARH,761,"MOHLA MANPUR AMBAGARH CHOUKI",IGNDPS,534,44,240,89,161,523,145,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",393,BARWANI,IGNDPS,3282,283,2113,113,773,1403,484,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",405,KHANDWA,IGNDPS,3552,661,1128,321,1442,1735,873,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",408,HARDA,IGNDPS,1305,373,290,122,520,570,260,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",409,HOSHANGABAD,IGNDPS,4073,966,575,470,2062,2045,771,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",424,REWA,IGNDPS,4515,1010,587,1261,1657,1737,1195,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",433,SIDHI,IGNDPS,4715,725,1036,847,2107,2075,949,2024-07-30
2023-2024,03,23,"MADHYA PRADESH",437,VIDISHA,IGNDPS,1365,347,67,224,727,847,631,2024-07-30
2023-2024,03,24,GUJARAT,453,NAVSARI,IGNDPS,273,3,126,144,0,240,3,2024-07-30
2023-2024,03,24,GUJARAT,455,PATAN,IGNDPS,441,57,6,166,212,404,367,2024-07-30
2023-2024,03,24,GUJARAT,457,RAJKOT,IGNDPS,1003,113,11,552,299,941,761,2024-07-30
2023-2024,03,24,GUJARAT,675,"GIR SOMNATH",IGNDPS,845,147,17,210,465,560,558,2024-07-30
2023-2024,03,24,GUJARAT,676,BOTAD,IGNDPS,166,34,0,26,106,140,150,2024-07-30
2023-2024,03,27,MAHARASHTRA,467,AKOLA,IGNDPS,275,0,0,275,0,239,5,2024-07-30
2023-2024,03,27,MAHARASHTRA,475,GADCHIROLI,IGNDPS,464,82,93,114,175,455,206,2024-07-30
2023-2024,03,27,MAHARASHTRA,478,JALGAON,IGNDPS,593,9,2,574,8,552,295,2024-07-30
2023-2024,03,27,MAHARASHTRA,484,NAGPUR,IGNDPS,102,0,0,101,1,93,27,2024-07-30
2023-2024,03,27,MAHARASHTRA,489,PARBHANI,IGNDPS,211,3,0,206,2,190,42,2024-07-30
2023-2024,03,27,MAHARASHTRA,491,RAIGAD,IGNDPS,282,14,18,197,53,276,121,2024-07-30
2023-2024,03,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,291,9,0,269,13,176,42,2024-07-30
2023-2024,03,27,MAHARASHTRA,499,WASHIM,IGNDPS,52,4,2,44,2,52,6,2024-07-30
2023-2024,03,28,"ANDHRA PRADESH",503,CHITTOOR,IGNDPS,7080,1440,249,2368,3023,4416,2146,2024-07-30
2023-2024,03,28,"ANDHRA PRADESH",510,KRISHNA,IGNDPS,5125,1469,271,1315,2070,3536,2332,2024-07-30
2023-2024,03,29,KARNATAKA,525,"BENGALURU URBAN",IGNDPS,219,16,4,77,122,219,64,2024-07-30
2023-2024,03,29,KARNATAKA,531,"CHAMARAJA NAGARA",IGNDPS,443,43,14,19,367,435,331,2024-07-30
2023-2024,03,29,KARNATAKA,537,GADAG,IGNDPS,1576,108,54,482,932,1569,1278,2024-07-30
2023-2024,03,29,KARNATAKA,546,RAICHUR,IGNDPS,804,50,38,127,589,775,497,2024-07-30
2023-2024,03,29,KARNATAKA,630,CHIKKABALLAPURA,IGNDPS,2560,329,250,345,1636,2496,2005,2024-07-30
2023-2024,03,3,PUNJAB,32,GURDASPUR,IGNDPS,241,2,0,239,0,136,207,2024-07-30
2023-2024,03,3,PUNJAB,36,LUDHIANA,IGNDPS,183,10,0,172,1,118,180,2024-07-30
2023-2024,03,3,PUNJAB,38,MOGA,IGNDPS,269,0,0,269,0,152,255,2024-07-30
2023-2024,03,32,KERALA,558,KASARAGOD,IGNDPS,1288,14,31,1243,0,796,981,2024-07-30
2023-2024,03,33,"TAMIL NADU",572,DINDIGUL,IGNDPS,460,91,0,5,364,244,455,2024-07-30
2023-2024,03,33,"TAMIL NADU",574,KANCHEEPURAM,IGNDPS,2212,485,16,1367,344,1179,2210,2024-07-30
2023-2024,03,33,"TAMIL NADU",577,KRISHNAGIRI,IGNDPS,1121,120,1,29,971,458,1109,2024-07-30
2023-2024,03,33,"TAMIL NADU",578,MADURAI,IGNDPS,2065,107,0,1451,507,1130,2037,2024-07-30
2023-2024,03,33,"TAMIL NADU",583,RAMANATHAPURAM,IGNDPS,1143,199,0,24,920,662,1127,2024-07-30
2023-2024,03,33,"TAMIL NADU",586,THANJAVUR,IGNDPS,2278,500,0,1391,387,2013,2271,2024-07-30
2023-2024,03,33,"TAMIL NADU",588,THENI,IGNDPS,365,38,0,77,250,204,364,2024-07-30
2023-2024,03,33,"TAMIL NADU",591,THIRUCHIRAPPALLI,IGNDPS,1272,162,2,29,1079,1188,1271,2024-07-30
2023-2024,03,33,"TAMIL NADU",593,TIRUVANNAMALAI,IGNDPS,306,49,1,202,54,232,305,2024-07-30
2023-2024,03,33,"TAMIL NADU",595,VELLORE,IGNDPS,7256,1464,180,2076,3536,3224,7245,2024-07-30
2023-2024,03,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,2024-07-30
2023-2024,03,35,"ANDAMAN AND NICOBAR",602,"SOUTH ANDAMANS",IGNDPS,2,0,0,2,0,2,2,2024-07-30
2023-2024,03,36,TELANGANA,509,KHAMMAM,IGNDPS,1597,380,234,16,967,1543,1428,2024-07-30
2023-2024,03,36,TELANGANA,513,MEDAK,IGNDPS,909,140,68,25,676,826,869,2024-07-30
2023-2024,03,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,2024-07-30
2023-2024,03,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-30
2023-2024,03,36,TELANGANA,691,SANGAREDDY,IGNDPS,823,184,21,0,618,823,762,2024-07-30
2023-2024,03,36,TELANGANA,698,VIKARABAD,IGNDPS,578,118,57,15,388,563,557,2024-07-30
2023-2024,03,36,TELANGANA,700,MEDCHAL,IGNDPS,348,74,2,39,233,342,340,2024-07-30
2023-2024,03,37,LADAKH,6,KARGIL,IGNDPS,98,0,98,0,0,0,0,2024-07-30
2023-2024,03,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,2024-07-30
2023-2024,03,5,UTTARAKHAND,49,DEHRADUN,IGNDPS,483,12,96,373,2,192,102,2024-07-30
2023-2024,03,5,UTTARAKHAND,52,"PAURI GARHWAL",IGNDPS,61,10,0,51,0,18,15,2024-07-30
2023-2024,03,5,UTTARAKHAND,53,PITHORAGARH,IGNDPS,237,66,3,165,3,99,62,2024-07-30
2023-2024,03,5,UTTARAKHAND,54,"RUDRA PRAYAG",IGNDPS,56,8,0,48,0,22,8,2024-07-30
2023-2024,03,5,UTTARAKHAND,55,"TEHRI GARWAL",IGNDPS,343,27,1,315,0,80,25,2024-07-30
2023-2024,03,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNDPS,320,39,46,174,61,95,232,2024-07-30
2023-2024,03,6,HARYANA,63,HISAR,IGNDPS,2415,721,0,1172,522,1623,824,2024-07-30
2023-2024,03,6,HARYANA,70,PANCHKULA,IGNDPS,441,89,0,189,163,342,280,2024-07-30
2023-2024,03,6,HARYANA,72,REWARI,IGNDPS,963,233,0,396,334,643,413,2024-07-30
2023-2024,03,7,DELHI,77,CENTRAL,IGNDPS,200,0,0,199,1,200,193,2024-07-30
2023-2024,03,7,DELHI,80,NORTH,IGNDPS,236,0,0,236,0,236,231,2024-07-30
2023-2024,03,7,DELHI,82,"NORTH WEST- I",IGNDPS,609,0,0,603,6,609,600,2024-07-30
2023-2024,03,7,DELHI,83,SOUTH,IGNDPS,686,0,0,681,5,686,636,2024-07-30
2023-2024,03,8,RAJASTHAN,107,JODHPUR,IGNDPS,780,193,30,312,245,571,638,2024-07-30
2023-2024,03,8,RAJASTHAN,109,KOTA,IGNDPS,136,38,5,26,67,122,125,2024-07-30
2023-2024,03,8,RAJASTHAN,110,NAGAUR,IGNDPS,547,142,0,100,305,469,490,2024-07-30
2023-2024,03,8,RAJASTHAN,89,BARAN,IGNDPS,1536,399,325,118,694,1203,1153,2024-07-30
2023-2024,03,8,RAJASTHAN,92,BHILWARA,IGNDPS,822,195,129,114,384,621,613,2024-07-30
2023-2024,03,8,RAJASTHAN,93,BIKANER,IGNDPS,700,188,2,231,279,485,581,2024-07-30
2023-2024,03,8,RAJASTHAN,96,CHURU,IGNDPS,1023,275,15,233,500,709,758,2024-07-30
2023-2024,03,8,RAJASTHAN,98,DHOLPUR,IGNDPS,165,20,1,65,79,117,125,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",119,ALIGARH,IGNDPS,1121,282,0,313,526,522,815,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",122,AURAIYA,IGNDPS,1444,474,0,297,673,351,851,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",127,BALRAMPUR,IGNDPS,637,83,3,255,296,327,459,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",129,BARABANKI,IGNDPS,2326,669,0,726,931,980,1718,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",130,BAREILLY,IGNDPS,2583,289,1,1241,1052,1103,1733,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",131,BASTI,IGNDPS,2539,592,0,665,1282,718,1492,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",136,CHITRAKOOT,IGNDPS,1064,300,0,179,585,271,762,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",138,ETAH,IGNDPS,1061,201,1,250,609,443,702,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",143,FIROZABAD,IGNDPS,972,205,0,123,644,217,713,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",145,GHAZIABAD,IGNDPS,332,66,0,120,146,55,164,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",150,HARDOI,IGNDPS,2377,794,4,596,983,1076,1465,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",156,"KANPUR DEHAT",IGNDPS,1712,437,1,430,844,778,1225,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",158,KAUSHAMBI,IGNDPS,1405,589,0,303,513,632,975,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",160,"KUSHI NAGAR",IGNDPS,2721,486,4,643,1588,972,1638,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",161,LALITPUR,IGNDPS,820,178,29,135,478,502,735,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",162,LUCKNOW,IGNDPS,1620,733,3,272,612,808,1303,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",164,MAHARAJGANJ,IGNDPS,3203,437,5,681,2080,1055,1911,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",169,MEERUT,IGNDPS,973,227,0,445,301,349,667,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",174,PRATAPGARH,IGNDPS,2129,455,1,678,995,1006,1319,2024-07-30
2023-2024,03,9,"UTTAR PRADESH",180,SHAHJAHANPUR,IGNDPS,949,171,2,305,471,430,650,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",10,POONCH,IGNDPS,304,0,105,144,55,137,0,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNDPS,103,6,8,89,0,34,1,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",14,UDHAMPUR,IGNDPS,69,12,6,46,5,57,20,2024-07-30
2023-2024,06,1,"JAMMU AND KASHMIR",621,RAMBAN,IGNDPS,170,3,5,160,2,152,93,2024-07-30
2023-2024,06,10,BIHAR,190,BANKA,IGNDPS,1990,213,61,1500,216,1402,1471,2024-07-30
2023-2024,06,10,BIHAR,194,BUXAR,IGNDPS,1686,354,37,1220,75,1180,1311,2024-07-30
2023-2024,06,10,BIHAR,196,GAYA,IGNDPS,1665,407,31,1142,85,1191,1221,2024-07-30
2023-2024,06,10,BIHAR,197,GOPALGANJ,IGNDPS,3448,651,161,1533,1103,1828,2765,2024-07-30
2023-2024,06,10,BIHAR,203,KISHANGANJ,IGNDPS,3276,123,34,2811,308,2503,2569,2024-07-30
2023-2024,06,10,BIHAR,204,LAKHISARAI,IGNDPS,2371,327,28,1511,505,1487,1743,2024-07-30
2023-2024,06,10,BIHAR,216,SAHARSA,IGNDPS,2109,205,2,1316,586,1386,1658,2024-07-30
2023-2024,06,11,SIKKIM,226,"NORTH DISTRICT",IGNDPS,31,0,29,0,2,0,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNDPS,38,0,38,0,0,31,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNDPS,129,0,129,0,0,56,0,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNDPS,160,0,160,0,0,106,1,2024-07-30
2023-2024,06,12,"ARUNACHAL PRADESH",725,"SHI YOMI",IGNDPS,31,0,31,0,0,12,0,2024-07-30
2023-2024,06,14,MANIPUR,255,"IMPHAL EAST",IGNDPS,184,2,2,3,177,92,22,2024-07-30
2023-2024,06,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,5,2024-07-30
2023-2024,06,15,MIZORAM,262,CHAMPHAI,IGNDPS,57,0,57,0,0,42,45,2024-07-30
2023-2024,06,15,MIZORAM,263,KOLASIB,IGNDPS,49,0,49,0,0,38,40,2024-07-30
2023-2024,06,15,MIZORAM,265,LUNGLEI,IGNDPS,159,0,152,6,1,63,54,2024-07-30
2023-2024,06,15,MIZORAM,268,SERCHHIP,IGNDPS,49,0,45,4,0,32,29,2024-07-30
2023-2024,06,16,TRIPURA,271,"SOUTH TRIPURA",IGNDPS,304,45,68,141,50,122,0,2024-07-30
2023-2024,06,16,TRIPURA,652,KHOWAI,IGNDPS,193,29,80,44,40,88,1,2024-07-30
2023-2024,06,17,MEGHALAYA,656,"NORTH GARO HILLS",IGNDPS,98,0,98,0,0,49,0,2024-07-30
2023-2024,06,18,ASSAM,282,CACHAR,IGNDPS,2144,367,39,1421,317,1204,1385,2024-07-30
2023-2024,06,18,ASSAM,291,KAMRUP,IGNDPS,843,13,9,807,14,604,379,2024-07-30
2023-2024,06,18,ASSAM,298,NALBARI,IGNDPS,687,2,0,683,2,411,426,2024-07-30
2023-2024,06,18,ASSAM,301,SONITPUR,IGNDPS,1473,17,15,1380,61,815,717,2024-07-30
2023-2024,06,18,ASSAM,612,CHIRANG,IGNDPS,581,50,258,169,104,346,566,2024-07-30
2023-2024,06,18,ASSAM,705,BISWANATH,IGNDPS,887,39,58,725,65,532,117,2024-07-30
2023-2024,06,19,"WEST BENGAL",303,"24 PARGANAS NORTH",IGNDPS,4474,993,105,3220,144,4335,2669,2024-07-30
2023-2024,06,19,"WEST BENGAL",307,BIRBHUM,IGNDPS,5704,1430,86,4052,136,5448,3447,2024-07-30
2023-2024,06,19,"WEST BENGAL",308,COOCHBEHAR,IGNDPS,1912,858,7,1029,18,1878,1893,2024-07-30
2023-2024,06,19,"WEST BENGAL",316,MALDAH,IGNDPS,1675,188,15,1454,18,1594,1184,2024-07-30
2023-2024,06,19,"WEST BENGAL",664,ALIPURDUAR,IGNDPS,727,275,99,353,0,696,628,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",19,KINNAUR,IGNDPS,5,3,2,0,0,1,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",24,SIRMAUR,IGNDPS,39,10,0,26,3,7,0,2024-07-30
2023-2024,06,2,"HIMACHAL PRADESH",25,SOLAN,IGNDPS,98,31,7,57,3,17,0,2024-07-30
2023-2024,06,20,JHARKHAND,325,DHANBAD,IGNDPS,3538,286,113,1542,1597,3440,1130,2024-07-30
2023-2024,06,20,JHARKHAND,334,KODERMA,IGNDPS,463,102,0,147,214,460,223,2024-07-30
2023-2024,06,20,JHARKHAND,342,SIMDEGA,IGNDPS,619,65,455,32,67,615,144,2024-07-30
2023-2024,06,20,JHARKHAND,607,RAMGARH,IGNDPS,99,17,15,6,61,97,79,2024-07-30
2023-2024,06,21,ODISHA,344,ANGUL,IGNDPS,2312,308,174,824,1006,2306,1769,2024-07-30
2023-2024,06,21,ODISHA,346,BALESHWAR,IGNDPS,3966,213,72,3251,430,3939,1475,2024-07-30
2023-2024,06,21,ODISHA,348,BHADRAK,IGNDPS,2903,293,19,2048,543,2722,2139,2024-07-30
2023-2024,06,21,ODISHA,350,CUTTACK,IGNDPS,3827,382,31,2512,902,3540,1643,2024-07-30
2023-2024,06,21,ODISHA,361,KENDUJHAR,IGNDPS,1826,120,410,1027,269,1775,637,2024-07-30
2023-2024,06,21,ODISHA,370,RAYAGADA,IGNDPS,1773,277,803,477,216,1668,445,2024-07-30
2023-2024,06,21,ODISHA,372,SONEPUR,IGNDPS,1468,290,96,567,515,1464,846,2024-07-30
2023-2024,06,22,CHHATTISGARH,388,RAJNANDAGON,IGNDPS,675,41,50,369,215,657,153,2024-07-30
2023-2024,06,22,CHHATTISGARH,643,KONDAGAON,IGNDPS,798,23,476,115,184,779,324,2024-07-30
2023-2024,06,22,CHHATTISGARH,647,MUNGELI,IGNDPS,1357,295,75,565,422,1318,332,2024-07-30
2023-2024,06,22,CHHATTISGARH,650,BEMETARA,IGNDPS,1035,130,27,434,444,919,381,2024-07-30
2023-2024,06,22,CHHATTISGARH,761,"MOHLA MANPUR AMBAGARH CHOUKI",IGNDPS,533,45,235,92,161,522,146,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",390,ANUPPUR,IGNDPS,2062,302,928,127,705,999,356,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",402,DEWAS,IGNDPS,2851,932,482,360,1077,1297,778,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",405,KHANDWA,IGNDPS,3552,661,1128,321,1442,1735,873,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",406,GUNA,IGNDPS,1593,375,249,147,822,746,436,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",408,HARDA,IGNDPS,1305,373,290,122,520,570,260,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",412,JHABUA,IGNDPS,3297,67,3004,92,134,1393,695,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",420,PANNA,IGNDPS,2694,728,324,450,1192,1031,1053,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",425,SAGAR,IGNDPS,4165,1100,383,438,2244,2033,1216,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",639,ALIRAJPUR,IGNDPS,1960,74,1803,17,66,784,319,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNDPS,620,153,17,97,353,310,32,2024-07-30
2023-2024,06,24,GUJARAT,450,KHEDA,IGNDPS,1919,107,13,1552,247,1634,622,2024-07-30
2023-2024,06,24,GUJARAT,452,NARMADA,IGNDPS,265,12,205,44,4,253,242,2024-07-30
2023-2024,06,24,GUJARAT,456,PORBANDAR,IGNDPS,273,72,11,64,126,266,122,2024-07-30
2023-2024,06,24,GUJARAT,459,SURAT,IGNDPS,363,16,129,216,1,237,280,2024-07-30
2023-2024,06,24,GUJARAT,673,MORBI,IGNDPS,297,51,4,120,122,295,262,2024-07-30
2023-2024,06,24,GUJARAT,674,"DEVBHUMI DWARKA",IGNDPS,328,20,0,234,74,211,210,2024-07-30
2023-2024,06,27,MAHARASHTRA,470,BEED,IGNDPS,253,0,0,253,0,239,2,2024-07-30
2023-2024,06,27,MAHARASHTRA,473,CHANDRAPUR,IGNDPS,1217,41,35,1048,93,1019,699,2024-07-30
2023-2024,06,27,MAHARASHTRA,476,GONDIA,IGNDPS,293,45,16,145,87,242,224,2024-07-30
2023-2024,06,27,MAHARASHTRA,480,KOLHAPUR,IGNDPS,147,10,0,134,3,125,48,2024-07-30
2023-2024,06,27,MAHARASHTRA,484,NAGPUR,IGNDPS,100,0,0,100,0,91,26,2024-07-30
2023-2024,06,27,MAHARASHTRA,495,SINDHUDURG,IGNDPS,125,5,0,105,15,124,58,2024-07-30
2023-2024,06,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,268,9,0,246,13,154,21,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",502,ANANTAPUR,IGNDPS,4928,857,272,1215,2584,3210,1437,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",503,CHITTOOR,IGNDPS,7080,1440,249,2368,3023,4416,2145,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",506,GUNTUR,IGNDPS,2939,686,216,1124,913,1719,1255,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",521,VIZIANAGARAM,IGNDPS,562,59,64,30,409,327,180,2024-07-30
2023-2024,06,29,KARNATAKA,528,BELLARY,IGNDPS,458,63,34,17,344,451,248,2024-07-30
2023-2024,06,29,KARNATAKA,530,BIJAPUR,IGNDPS,929,116,6,223,584,888,531,2024-07-30
2023-2024,06,29,KARNATAKA,535,DAVANAGERE,IGNDPS,292,10,4,43,235,283,238,2024-07-30
